user:id,context:timestamp,calories,cost:key,cost:label,healthy_level,ingredients,name,protein,salty_sweet:key,salty_sweet:label,snack_image,sodium,sugar,when:key,when:label,why:key,why:label,context:location:latitude,context:location:longitude
"bvsd-55411","2025-09-15 22:32:51","140","1","$0 to < $1","3","24","garden salsa sun chips ","2","0","Salty","SKIPPED","140","2","4","night","5","hungry/thirsty","38.848997437950224","-94.62493081543964"
"bvsd-16908","2025-09-15 22:32:15","200","2","$1 to < $3","4","14","PB crackers","4","0","Salty","SKIPPED","290","5","2","afternoon","5","hungry/thirsty",,
"bvsd-51249","2025-09-15 22:31:50","100","2","$1 to < $3","2","15","chewy bar","1","1","Sweet","SKIPPED","70","7","1","morning","4","energy",,
"bvsd-55411","2025-09-15 22:31:19","80","1","$0 to < $1","2","20","welch’s ","1","1","Sweet","SKIPPED","10","11","3","evening","5","hungry/thirsty","38.84712962759225","-94.62563573045024"
"bvsd-51249","2025-09-15 22:30:29","210","2","$1 to < $3","3","7","peanut butter crackers","4","0","Salty","SKIPPED","210","5","2","afternoon","4","energy",,
"bvsd-16908","2025-09-15 22:30:18","110","2","$1 to < $3","3","12","Pretzels ","3","0","Salty","SKIPPED","250","1","2","afternoon","1","availability",,
"bvsd-16908","2025-09-15 22:28:30","140","1","$0 to < $1","2","18","Goldfish","3","0","Salty","SKIPPED","250","0","2","afternoon","1","availability",,
"bvsd-51249","2025-09-15 22:27:38","80","1","$0 to < $1","2","5","gushers","0","1","Sweet","SKIPPED","40","10","3","evening","5","hungry/thirsty",,
"bvsd-16908","2025-09-15 22:26:21","105","2","$1 to < $3","5","1","Banana ","1","1","Sweet","SKIPPED","2","14","1","morning","5","hungry/thirsty",,
"bvsd-51249","2025-09-15 22:25:46","150","3","$3 to < $7","4","7","cheese itz","0","0","Salty","SKIPPED","230","0","2","afternoon","4","energy",,
"bvsd-46532","2025-09-15 22:25:20","160","2","$1 to < $3","2","3","Fritos","2","0","Salty","SKIPPED","170","0","2","afternoon","1","availability",,
"bvsd-15535","2025-09-15 22:19:24","150","2","$1 to < $3","2","24","cheetos","2","0","Salty","SKIPPED","250","1","3","evening","5","hungry/thirsty",,
"bvsd-15535","2025-09-15 22:17:35","100","2","$1 to < $3","2","20","goldfish","2","0","Salty","SKIPPED","170","0","2","afternoon","6","social",,
"bvsd-15535","2025-09-15 22:15:41","160","3","$3 to < $7","2","6","ruffles","1","0","Salty","SKIPPED","180","0","2","afternoon","2","craving",,
"bvsd-15535","2025-09-15 22:13:41","90","2","$1 to < $3","1","14","welches fruit snacks","1","1","Sweet","SKIPPED","13","25","2","afternoon","6","social",,
"bvsd-15535","2025-09-15 22:11:52","70","2","$1 to < $3","2","3","gogo squeeze","0","1","Sweet","SKIPPED","0","13","1","morning","5","hungry/thirsty",,
"bvsd-15535","2025-09-15 22:10:07","150","3","$3 to < $7","2","25","cheez its extra toasty","3","0","Salty","SKIPPED","230","0","2","afternoon","2","craving",,
"bvsd-51249","2025-09-15 22:05:43","51","2","$1 to < $3","3","5","apple sauce","4","1","Sweet","SKIPPED","15","15","3","evening","4","energy",,
"bvsd-46532","2025-09-15 22:00:11","160","3","$3 to < $7","1","12","oreos","1","1","Sweet","SKIPPED","110","14","4","night","7","other",,
"bvsd-51249","2025-09-15 21:50:16","110","3","$3 to < $7","1","3","skittles","0","1","Sweet","SKIPPED","5","21","4","night","4","energy",,
"bvsd-46532","2025-09-15 21:49:14","160","2","$1 to < $3","2","3","lays","2","0","Salty","SKIPPED","170","0","3","evening","1","availability",,
"bvsd-51249","2025-09-15 21:47:06","140","3","$3 to < $7","1","8","sprite","0","1","Sweet","SKIPPED","65","36","3","evening","5","hungry/thirsty",,
"bvsd-79542","2025-09-15 21:45:27","130","2","$1 to < $3","3","13","Goldfish","3","0","Salty","SKIPPED","240","0","3","evening","4","energy",,
"bvsd-51249","2025-09-15 21:42:31","150","3","$3 to < $7","4","2","chocolate milk ","8","1","Sweet","SKIPPED","0","24","1","morning","5","hungry/thirsty",,
"bvsd-46532","2025-09-15 21:40:06","150","2","$1 to < $3","2","24","takis","2","0","Salty","SKIPPED","420","1","4","night","1","availability",,
"bvsd-51249","2025-09-15 21:39:34","140","1","$0 to < $1","4","7","M&Ms","1","1","Sweet","SKIPPED","20","19","1","morning","6","social",,
"bvsd-79542","2025-09-15 21:39:29","150","2","$1 to < $3","3","15","Iced Oatmeal Z-Bar","2","1","Sweet","SKIPPED","105","10","3","evening","4","energy",,
"bvsd-51249","2025-09-15 21:36:49","50","2","$1 to < $3","1","15","fruit roll up","0","1","Sweet","SKIPPED","50","7","4","night","5","hungry/thirsty",,
"bvsd-51249","2025-09-15 21:35:21","100","2","$1 to < $3","4","8","skinny pop","1","0","Salty","SKIPPED","70","0","3","evening","1","availability",,
"bvsd-46532","2025-09-15 21:28:05","100","2","$1 to < $3","2","9","lemonade","0","1","Sweet","SKIPPED","35","27","2","afternoon","5","hungry/thirsty",,
"bvsd-51249","2025-09-15 21:26:16","140","2","$1 to < $3","2","13","sun chips","2","0","Salty","SKIPPED","170","2","2","afternoon","5","hungry/thirsty",,
"bvsd-46532","2025-09-15 21:26:12","110","3","$3 to < $7","2","11","pretzel crisp","2","0","Salty","SKIPPED","400","2","3","evening","1","availability",,
"bvsd-46532","2025-09-15 21:23:34","140","2","$1 to < $3","1","5","coke","0","1","Sweet","SKIPPED","20","39","3","evening","5","hungry/thirsty",,
"bvsd-46532","2025-09-15 21:22:19","10","3","$3 to < $7","2","13","monster","0","1","Sweet","SKIPPED","380","0","4","night","4","energy",,
"bvsd-46532","2025-09-15 21:20:31","210","2","$1 to < $3","2","9","cheezits","5","0","Salty","SKIPPED","320","0","2","afternoon","1","availability",,
"bvsd-36323","2025-09-15 22:17:02","43","1","$0 to < $1","5","1","pear","0","1","Sweet","SKIPPED","0","9","2","afternoon","1","availability",,
"bvsd-36323","2025-09-15 22:15:01","180","2","$1 to < $3","3","27","pure protein chocolate protein bar","21","1","Sweet","SKIPPED","90","3","2","afternoon","4","energy",,
"bvsd-46532","2025-09-15 21:14:27","170","2","$1 to < $3","3","1","peanuts","8","0","Salty","SKIPPED","5","0","2","afternoon","5","hungry/thirsty",,
"bvsd-36323","2025-09-15 22:12:54","100","1","$0 to < $1","4","4","oikos greek yogurt","18","1","Sweet","SKIPPED","60","7","1","morning","4","energy",,
"bvsd-46532","2025-09-15 21:12:34","150","1","$0 to < $1","2","30","doritos","2","0","Salty","SKIPPED","170","0","2","afternoon","1","availability",,
"bvsd-46532","2025-09-15 21:11:07","80","1","$0 to < $1","1","20","gushers","0","1","Sweet","SKIPPED","40","10","2","afternoon","1","availability",,
"bvsd-36323","2025-09-15 22:11:04","140","2","$1 to < $3","1","34","sun chips garden salsa","2","0","Salty","SKIPPED","140","2","3","evening","5","hungry/thirsty",,
"bvsd-61449","2025-09-15 21:09:11","160","2","$1 to < $3","3","3","Ruffles Original","2","0","Salty","SKIPPED","150","1","3","evening","6","social","38.90766553065819","-94.620301253296"
"bvsd-61449","2025-09-15 21:05:28","410","2","$1 to < $3","2","15","Jimmy John's Chocolate Chip Cookie","5","1","Sweet","SKIPPED","290","32","2","afternoon","5","hungry/thirsty","38.91724138322283","-94.6263085278813"
"bvsd-61449","2025-09-15 21:02:25","150","2","$1 to < $3","3","13","Lay's Kettle Cooked Jalapeno ","2","0","Salty","SKIPPED","125","1","1","morning","5","hungry/thirsty","38.91517933505038","-94.62262622495807"
"bvsd-61449","2025-09-15 20:59:17","70","3","$3 to < $7","4","7","Boar's Head Maple Glazed Honey ","14","0","Salty","SKIPPED","480","2","2","afternoon","5","hungry/thirsty","38.925559479656656","-94.63350607447279"
"bvsd-14126","2025-09-15 20:53:35","140","1","$0 to < $1","2","14","Goldfish","3","0","Salty","SKIPPED","250","0","3","evening","1","availability","38.89980479857437","-94.6229935580258"
"bvsd-96061","2025-09-15 20:53:31","100","1","$0 to < $1","4","13","Quaker Granola Bar","1","0","Salty","SKIPPED","75","5","1","morning","5","hungry/thirsty","38.90050245001693","-94.63856906105387"
"bvsd-96061","2025-09-15 20:52:19","270","1","$0 to < $1","5","14","Gomacro","10","1","Sweet","SKIPPED","150","8","2","afternoon","4","energy","38.9021721248861","-94.63996479425923"
"bvsd-96061","2025-09-15 20:51:19","230","1","$0 to < $1","5","17","Think bar","20","0","Salty","SKIPPED","190","0","3","evening","4","energy","38.904609883643474","-94.6264575613741"
"bvsd-96061","2025-09-15 20:50:13","70","1","$0 to < $1","5","5","Deli Chicken","10","0","Salty","SKIPPED","520","3","3","evening","2","craving","38.91060679552367","-94.64049502973941"
"bvsd-96061","2025-09-15 20:49:12","45","2","$1 to < $3","3","34","queso","0","0","Salty","SKIPPED","210","0","3","evening","2","craving","38.90067792197215","-94.6345167775176"
"bvsd-96061","2025-09-15 20:48:22","70","1","$0 to < $1","5","5","Go go squeeze","0","1","Sweet","SKIPPED","0","13","3","evening","4","energy","38.91485112413783","-94.62966101942223"
"bvsd-96061","2025-09-15 20:47:25","210","1","$0 to < $1","3","6","Cheez It","4","0","Salty","SKIPPED","320","0","2","afternoon","1","availability","38.91360785488843","-94.64373070457735"
"bvsd-96061","2025-09-15 20:46:49","160","1","$0 to < $1","2","9","Cheetos","2","0","Salty","SKIPPED","200","1","2","afternoon","5","hungry/thirsty","38.90270384970463","-94.62397741424186"
"bvsd-61449","2025-09-15 20:46:24","140","3","$3 to < $7","3","10","Cape Cod Sea Salt & Vinegar Chips","2","0","Salty","SKIPPED","230","0","3","evening","1","availability","38.90197120811981","-94.61849200045857"
"bvsd-96061","2025-09-15 20:46:12","190","1","$0 to < $1","1","15","little bites","2","1","Sweet","SKIPPED","150","17","3","evening","5","hungry/thirsty","38.90329032719971","-94.64554320818195"
"bvsd-96061","2025-09-15 20:45:08","170","1","$0 to < $1","3","32","Pretzel Bites","5","0","Salty","SKIPPED","590","9","3","evening","5","hungry/thirsty","38.90416437486053","-94.63611677862527"
"bvsd-96061","2025-09-15 20:44:18","90","1","$0 to < $1","2","20","Hawaiian Roll","3","1","Sweet","SKIPPED","75","5","2","afternoon","5","hungry/thirsty","38.89872191729663","-94.62885317835783"
"bvsd-96061","2025-09-15 20:42:35","120","1","$0 to < $1","4","11","Pretzel Braids","3","0","Salty","SKIPPED","420","1","2","afternoon","5","hungry/thirsty","38.907723084938254","-94.63572996536067"
"bvsd-61449","2025-09-15 20:42:26","150","1","$0 to < $1","3","13","Hotdog","6","0","Salty","SKIPPED","480","0","2","afternoon","5","hungry/thirsty","38.91325934238043","-94.61682200067557"
"bvsd-96061","2025-09-15 20:41:46","200","1","$0 to < $1","3","23","Ritz cheese","2","0","Salty","SKIPPED","310","5","1","morning","5","hungry/thirsty","38.90120197730364","-94.62967030939743"
"bvsd-96061","2025-09-15 20:40:50","160","1","$0 to < $1","1","3","Lays","2","0","Salty","SKIPPED","140","0","3","evening","2","craving","38.91456617858494","-94.63967390817112"
"bvsd-96061","2025-09-15 20:40:12","130","1","$0 to < $1","2","6","Krunch Jalepeno","2","0","Salty","SKIPPED","260","0","2","afternoon","5","hungry/thirsty","38.90464256045045","-94.63205967216348"
"bvsd-96061","2025-09-15 20:39:16","310","1","$0 to < $1","2","8","PB and C","7","1","Sweet","SKIPPED","180","22","1","morning","1","availability","38.90446010996875","-94.63687000794613"
"bvsd-61449","2025-09-15 20:38:34","93","2","$1 to < $3","3","2","Popcorn","3","0","Salty","SKIPPED","1.9","0","4","night","6","social","38.924128559840575","-94.61830019732372"
"bvsd-96061","2025-09-15 20:38:21","140","1","$0 to < $1","2","18","Goldfish","4","0","Salty","SKIPPED","260","0","2","afternoon","5","hungry/thirsty","38.90553577524494","-94.63379193446364"
"bvsd-96061","2025-09-15 20:37:32","220","2","$1 to < $3","2","27","Mac n Cheese","7","1","Sweet","SKIPPED","590","3","3","evening","5","hungry/thirsty","38.90232596641568","-94.64332636880215"
"bvsd-61449","2025-09-15 20:36:55","110","3","$3 to < $7","3","6","Snack Factory Original Pretzel Crisps","2","0","Salty","SKIPPED","270","2","2","afternoon","5","hungry/thirsty","38.90613667148486","-94.62041324736613"
"bvsd-61449","2025-09-15 20:23:21","130","3","$3 to < $7","2","25","Brookside Dark Chocolate with Acai and Blueberry","1","1","Sweet","SKIPPED","35","18","3","evening","2","craving","38.91252816619462","-94.61764853176925"
"bvsd-61449","2025-09-15 20:21:29","160","2","$1 to < $3","2","11","Oreos","1","1","Sweet","SKIPPED","130","14","3","evening","2","craving","38.91583463006177","-94.62680728997762"
"bvsd-89446","2025-09-15 19:54:30","100","2","$1 to < $3","2","18","chocolate chip granola bar ","2","1","Sweet","SKIPPED","70","11","4","night","2","craving","38.90471905420612","-94.5997505769382"
"bvsd-89446","2025-09-15 19:52:29","70","2","$1 to < $3","4","5","fruit cup ","1","1","Sweet","SKIPPED","0","12","3","evening","5","hungry/thirsty","38.90860678398565","-94.61267393791898"
"bvsd-89446","2025-09-15 19:50:51","104","1","$0 to < $1","5","1","apple","0.5","1","Sweet","SKIPPED","2","20.8","2","afternoon","4","energy","38.910508876566105","-94.60575520449018"
"bvsd-79542","2025-09-15 19:36:54","100","2","$1 to < $3","2","9","Snackpack Butterscotch Pudding","1","1","Sweet","SKIPPED","125","13","1","morning","1","availability",,
"bvsd-79542","2025-09-15 19:34:23","180","2","$1 to < $3","4","34","Premier Protein Bar","20","1","Sweet","SKIPPED","160","1","4","night","7","other",,
"bvsd-79542","2025-09-15 19:31:25","170","2","$1 to < $3","5","14","Fairlife Core Power Chocolate Protein Shake","26","1","Sweet","SKIPPED","260","5","3","evening","1","availability",,
"bvsd-79542","2025-09-15 19:29:24","100","2","$1 to < $3","2","9","Chocolate Pudding","1","1","Sweet","SKIPPED","125","13","2","afternoon","5","hungry/thirsty",,
"bvsd-79542","2025-09-15 19:27:56","160","2","$1 to < $3","5","37","Premier Protein Caramel Protein Shake","30","1","Sweet","SKIPPED","330","1","2","afternoon","7","other",,
"bvsd-07108","2025-09-15 17:50:06","100","2","$1 to < $3","2","15","licorice","1","1","Sweet","SKIPPED","30","11","3","evening","5","hungry/thirsty","38.90568042002109","-94.60666218071451"
"bvsd-78563","2025-09-15 17:12:22","150","2","$1 to < $3","3","25","Cheese-Its","3","0","Salty","SKIPPED","230","0","2","afternoon","5","hungry/thirsty",,
"bvsd-78563","2025-09-15 17:04:14","140","3","$3 to < $7","2","10","Salt and Vinegar Chips ","2","0","Salty","SKIPPED","160","0","3","evening","5","hungry/thirsty",,
"bvsd-78563","2025-09-15 16:53:37","130","2","$1 to < $3","2","30","Mini Chocolate Chip Cookies ","1","1","Sweet","SKIPPED","80","9","2","afternoon","3","emotional",,
"bvsd-78563","2025-09-15 16:50:14","70","2","$1 to < $3","3","15","Club Crackers","1","0","Salty","SKIPPED","125","1","3","evening","5","hungry/thirsty",,
"bvsd-78563","2025-09-15 16:48:41","110","1","$0 to < $1","3","8","Pretzel Crisps ","2","0","Salty","SKIPPED","270","2","2","afternoon","2","craving",,
"bvsd-78563","2025-09-15 16:42:34","180","2","$1 to < $3","2","40","Little Bites Blueberry Bites ","2","1","Sweet","SKIPPED","200","15","3","evening","2","craving",,
"bvsd-78563","2025-09-15 16:39:50","130","2","$1 to < $3","2","30","Goldfish ","3","0","Salty","SKIPPED","240","0","2","afternoon","4","energy",,
"bvsd-78563","2025-09-15 16:34:43","90","2","$1 to < $3","4","6","Chobani Yogurt ","16","1","Sweet","SKIPPED","65","4","1","morning","5","hungry/thirsty",,
"bvsd-78563","2025-09-15 16:21:53","250","2","$1 to < $3","3","20","Cliff Bar ","10","1","Sweet","SKIPPED","140","17","1","morning","5","hungry/thirsty",,
"bvsd-78563","2025-09-15 16:14:33","190","3","$3 to < $7","3","11","Nature Valley Granola Bar ","4","1","Sweet","SKIPPED","160","12","1","morning","1","availability",,
"bvsd-78563","2025-09-15 16:10:04","70","2","$1 to < $3","2","35","Welch's Fruit Snacks","1","1","Sweet","SKIPPED","20","10","4","night","3","emotional",,
"bvsd-78563","2025-09-15 16:07:32","160","2","$1 to < $3","4","5","Great Value Sweetened Banana Chips ","1","1","Sweet","SKIPPED","0","6","2","afternoon","5","hungry/thirsty",,
"bvsd-78563","2025-09-15 16:03:58","170","2","$1 to < $3","4","2","Roasted Pistachios","6","0","Salty","SKIPPED","135","2","3","evening","1","availability",,
"bvsd-78563","2025-09-15 16:01:16","220","2","$1 to < $3","3","25","Belvita Snack Crackers","4","1","Sweet","SKIPPED","160","11","1","morning","5","hungry/thirsty",,
"bvsd-78563","2025-09-15 15:59:09","170","2","$1 to < $3","4","10","Nut Mix ","6","0","Salty","SKIPPED","90","1","2","afternoon","6","social",,
"bvsd-61449","2025-09-15 15:36:16","150","2","$1 to < $3","3","9","Original Pringles","1","0","Salty","SKIPPED","150","0","2","afternoon","1","availability","38.905222667366786","-94.60670708802559"
"bvsd-61449","2025-09-15 15:33:36","150","2","$1 to < $3","3","14","Miss Vickie's Spicy Dill Pickle ","2","0","Salty","SKIPPED","140","1","2","afternoon","5","hungry/thirsty","38.916107843575425","-94.61831167591767"
"bvsd-89446","2025-09-15 15:32:45","150","2","$1 to < $3","3","14","fairlife protein shake ","30","1","Sweet","SKIPPED","230","1","2","afternoon","5","hungry/thirsty","38.909521560755","-94.61722483298821"
